Chapter,Class,Subject,category,correct_ans,opt_1,opt_2,opt_3,question,serialno
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,ওয়ার্ক হাউজ নির্মাণ করে,আইন প্রয়োগ করে,শাস্তি প্রদানের মাধ্যমে,ক্যাম্পে বন্দি করে,নয়াচীন সরকার কীভাবে ভিক্ষাবৃত্তি নির্মূল করে?,3351
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,কঠোর শাস্তির মাধ্যমে,উৎপাদন বন্ধ করে,অবৈধ বিক্রি বন্ধ করে,জনসচেতনতার মাধ্যমে,"‘আমার দেখা নয়াচীন’ গ্রন্থের বর্ণনা অনুযায়ী, নয়াচীন সরকার কীভাবে আফিম বন্ধ করে?",3352
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,সুষ্ঠু পরিকল্পনা,কর্মসংস্থান সৃষ্টি,শিল্পায়নের প্রসার,কৃষি জমির বণ্টন,বেকার সমস্যা দূর করার জন্য প্রয়োজন-,3353
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,লাঙল যার জমি তার,জমিদার জমির মালিক,ট্রেড ইউনিয়ন,খাসজমি বরাদ্দ,‘নয়াচীন সরকার কায়েম হওয়ার পর প্রথম কাজ ছিল - প্রথার প্রবর্তন’। শূন্যস্থানে-,3354
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,সবগুলোই,জমিদারদের জমি বাজেয়াপ্ত করে,জমিহীন কৃষকদের মধ্যে জমি বণ্টন করে,সত্যিকারের কৃষকের জমির মালিকানা প্রতিষ্ঠা,নয়াচীন সরকার ‘লাঙল যার ভূমি তার’ প্রথা প্রবর্তনের মাধ্যমে-,3355
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,শ্রম দিয়ে,অর্থ দিয়ে,পরামর্শ দিয়ে,খাজনা দিয়ে,হোয়াংহো নদীতে বাঁধ বাঁধার চীনা জনগণ সরকারকে কীভাবে সাহায্য করেছে?,3356
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,সবগুলোই,মহাজনি প্রথা,জমিদারি প্রথা,তালুকদার প্রথা,পূর্ববাংলার কৃষকদের দুরাবস্থার জন্য প্রধান কারণ-,3357
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,২/৩ বৎসর,৩/৪ বৎসর,৪/৫ বৎসর,৫/৬ বৎসর,"‘আমার দেখা নয়াচীন’ গ্রন্থের বর্ণনা অনুযায়ী, নয়াচীনে বেকার সমস্যা দূর করতে কত সময় লাগবে?",3358
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,পুরুষ ও মেয়েদের খোদা সমান শক্তি দিয়ে সৃষ্টি করেছে।,পুরুষ ও মেয়েরা একে অপরের পরিপূরক,পুরুষের তুলনায় মেয়েরা অধিক পরিশ্রমী,পুরুষ ও মেয়েরা কখনো সমশক্তির নয়,নয়াচীনে মেয়েরা পুরুষদের সাথে তাল মিলিয়ে কাজ করে কী প্রমাণ করেছে?,3359
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,বেহেশতে,দোজখে,পরকালে,পাতালপুরীতে,কোনো পুরুষ মুখ দেখলে মেয়েরা কোথায় যেতে পারবে না?,3360
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,জিনিসের দামের সামঞ্জস্যের জন্য,সরকারি দোকান চালুর জন্য,উৎপাদনের পরিমাণ বৃদ্ধির জন্য,সরকার রেশনের ব্যবস্থা করায়,নয়াচীনে ৫০ টাকায় সংসার চালানো কষ্ট হয় না কেন?,3361
